,subject,date,eid,region,pca_opto,pca_spont_mean,pca_spont_05,pca_spont_95,time
373,ZFM-02600,2021-08-25,5b7e1b65-b844-4fe8-b19e-1c3175290a63,Amyg,14.0,14.23,13.0,16.0,1.7000000000000002
374,ZFM-02600,2021-08-25,5b7e1b65-b844-4fe8-b19e-1c3175290a63,Amyg,13.0,14.11,12.95,16.0,1.9
375,ZFM-01802,2021-03-11,2cefe445-36a8-4d6a-95b0-1adb59b9edd4,Amyg,18.0,16.82,15.0,18.0,-0.9
376,ZFM-01802,2021-03-11,2cefe445-36a8-4d6a-95b0-1adb59b9edd4,Amyg,17.0,16.94,16.0,18.0,-0.7000000000000001
377,ZFM-01802,2021-03-11,2cefe445-36a8-4d6a-95b0-1adb59b9edd4,Amyg,18.0,17.01,15.95,19.0,-0.5
378,ZFM-01802,2021-03-11,2cefe445-36a8-4d6a-95b0-1adb59b9edd4,Amyg,19.0,17.0,16.0,18.0,-0.30000000000000004
379,ZFM-01802,2021-03-11,2cefe445-36a8-4d6a-95b0-1adb59b9edd4,Amyg,18.0,17.0,15.0,18.049999999999997,-0.1
380,ZFM-01802,2021-03-11,2cefe445-36a8-4d6a-95b0-1adb59b9edd4,Amyg,19.0,16.89,15.0,18.0,0.1
381,ZFM-01802,2021-03-11,2cefe445-36a8-4d6a-95b0-1adb59b9edd4,Amyg,17.0,16.94,15.0,18.049999999999997,0.30000000000000004
382,ZFM-01802,2021-03-11,2cefe445-36a8-4d6a-95b0-1adb59b9edd4,Amyg,17.0,16.95,16.0,18.0,0.5
383,ZFM-01802,2021-03-11,2cefe445-36a8-4d6a-95b0-1adb59b9edd4,Amyg,17.0,17.04,16.0,19.0,0.7000000000000001
384,ZFM-01802,2021-03-11,2cefe445-36a8-4d6a-95b0-1adb59b9edd4,Amyg,17.0,16.89,16.0,18.0,0.9
385,ZFM-01802,2021-03-11,2cefe445-36a8-4d6a-95b0-1adb59b9edd4,Amyg,16.0,16.9,15.0,19.0,1.1
386,ZFM-01802,2021-03-11,2cefe445-36a8-4d6a-95b0-1adb59b9edd4,Amyg,18.0,16.85,15.0,18.0,1.3000000000000003
387,ZFM-01802,2021-03-11,2cefe445-36a8-4d6a-95b0-1adb59b9edd4,Amyg,17.0,16.88,15.0,18.0,1.5
388,ZFM-01802,2021-03-11,2cefe445-36a8-4d6a-95b0-1adb59b9edd4,Amyg,18.0,16.92,16.0,18.0,1.7000000000000002
